,START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,day_wk,new_days,new_days_1
195,3/5/2016 14:08,3/5/2016 14:18,Personal,Morrisville,Cary,3.5,Miscellaneous,2016-03-05 14:08:00,5,Saturday
196,3/5/2016 14:39,3/5/2016 15:01,Business,Whitebridge,Wayne Ridge,7.8,Meal/Entertain,2016-03-05 14:39:00,5,Saturday
197,3/5/2016 16:52,3/5/2016 17:13,Business,Cary,Morrisville,7.8,Meal/Entertain,2016-03-05 16:52:00,5,Saturday
198,3/5/2016 17:23,3/5/2016 17:34,Business,Morrisville,Cary,3.9,Meal/Entertain,2016-03-05 17:23:00,5,Saturday
199,3/7/2016 9:10,3/7/2016 9:20,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,2016-03-07 09:10:00,0,Monday
200,3/7/2016 9:23,3/7/2016 9:47,Business,Cary,Raleigh,12.4,Customer Visit,2016-03-07 09:23:00,0,Monday
201,3/7/2016 12:10,3/7/2016 12:26,Business,Fayetteville Street,Meredith Townes,5.9,Customer Visit,2016-03-07 12:10:00,0,Monday
202,3/7/2016 13:57,3/7/2016 14:18,Business,Meredith Townes,Leesville Hollow,9.4,Meeting,2016-03-07 13:57:00,0,Monday
203,3/7/2016 15:19,3/7/2016 15:45,Business,Raleigh,Cary,11.9,Between Offices,2016-03-07 15:19:00,0,Monday
204,3/8/2016 14:38,3/8/2016 14:55,Business,Whitebridge,Waverly Place,7.2,Between Offices,2016-03-08 14:38:00,1,Tuesday
205,3/8/2016 15:35,3/8/2016 16:00,Business,Waverly Place,Whitebridge,7.6,Meal/Entertain,2016-03-08 15:35:00,1,Tuesday
206,3/8/2016 16:13,3/8/2016 16:25,Personal,Whitebridge,Whitebridge,1.6,Miscellaneous,2016-03-08 16:13:00,1,Tuesday
207,3/10/2016 3:36,3/10/2016 3:53,Business,Cary,Morrisville,8.4,Meeting,2016-03-10 03:36:00,3,Thursday
208,3/10/2016 10:08,3/10/2016 10:37,Business,East Austin,West University,12.8,Meeting,2016-03-10 10:08:00,3,Thursday
209,3/10/2016 14:39,3/10/2016 14:55,Business,West University,South Congress,2.3,Miscellaneous,2016-03-10 14:39:00,3,Thursday
210,3/10/2016 16:18,3/10/2016 16:28,Business,South Congress,Arts District,1.6,Miscellaneous,2016-03-10 16:18:00,3,Thursday
211,3/11/2016 9:47,3/11/2016 9:59,Business,The Drag,Congress Ave District,2.0,Meal/Entertain,2016-03-11 09:47:00,4,Friday
212,3/11/2016 10:29,3/11/2016 10:36,Business,Congress Ave District,Downtown,0.8,Miscellaneous,2016-03-11 10:29:00,4,Friday
213,3/11/2016 11:57,3/11/2016 12:04,Business,Downtown,Red River District,1.2,Miscellaneous,2016-03-11 11:57:00,4,Friday
214,3/11/2016 13:43,3/11/2016 13:51,Business,Red River District,Downtown,1.0,Miscellaneous,2016-03-11 13:43:00,4,Friday
215,3/11/2016 19:21,3/11/2016 19:35,Business,South Congress,The Drag,2.1,Miscellaneous,2016-03-11 19:21:00,4,Friday
216,3/12/2016 9:13,3/12/2016 9:22,Business,The Drag,South Congress,2.2,Miscellaneous,2016-03-12 09:13:00,5,Saturday
217,3/12/2016 18:27,3/12/2016 18:37,Personal,South Congress,The Drag,1.9,Miscellaneous,2016-03-12 18:27:00,5,Saturday
218,3/13/2016 9:07,3/13/2016 9:37,Business,The Drag,Convention Center District,5.7,Meal/Entertain,2016-03-13 09:07:00,6,Sunday
219,3/13/2016 18:23,3/13/2016 18:43,Business,South Congress,North Austin,8.4,Meal/Entertain,2016-03-13 18:23:00,6,Sunday
220,3/13/2016 20:07,3/13/2016 20:28,Business,Georgian Acres,The Drag,6.2,Meal/Entertain,2016-03-13 20:07:00,6,Sunday
221,3/13/2016 20:39,3/13/2016 20:58,Business,The Drag,North Austin,10.5,Meal/Entertain,2016-03-13 20:39:00,6,Sunday
222,3/13/2016 21:11,3/13/2016 21:23,Business,North Austin,Coxville,7.2,Meal/Entertain,2016-03-13 21:11:00,6,Sunday
223,3/13/2016 22:19,3/13/2016 22:39,Business,Coxville,The Drag,12.5,Miscellaneous,2016-03-13 22:19:00,6,Sunday
224,3/14/2016 8:34,3/14/2016 8:49,Business,The Drag,South Congress,2.0,Errand/Supplies,2016-03-14 08:34:00,0,Monday
225,3/14/2016 18:39,3/14/2016 18:55,Business,South Congress,The Drag,2.7,Miscellaneous,2016-03-14 18:39:00,0,Monday
226,3/15/2016 8:45,3/15/2016 8:57,Business,The Drag,Convention Center District,2.0,Meal/Entertain,2016-03-15 08:45:00,1,Tuesday
227,3/15/2016 20:48,3/15/2016 21:01,Business,Downtown,The Drag,2.8,Meal/Entertain,2016-03-15 20:48:00,1,Tuesday
228,3/16/2016 11:34,3/16/2016 11:45,Business,The Drag,Congress Ave District,1.7,Meal/Entertain,2016-03-16 11:34:00,2,Wednesday
229,3/16/2016 14:44,3/16/2016 14:55,Business,Convention Center District,West University,2.0,Miscellaneous,2016-03-16 14:44:00,2,Wednesday
230,3/16/2016 18:43,3/16/2016 18:56,Business,West University,Congress Ave District,2.1,Meal/Entertain,2016-03-16 18:43:00,2,Wednesday
231,3/17/2016 0:33,3/17/2016 0:44,Personal,Downtown,The Drag,1.7,Miscellaneous,2016-03-17 00:33:00,3,Thursday
232,3/17/2016 12:52,3/17/2016 15:11,Business,Austin,Katy,136.0,Customer Visit,2016-03-17 12:52:00,3,Thursday
233,3/17/2016 15:16,3/17/2016 15:58,Business,Katy,Houston,30.2,Meeting,2016-03-17 15:16:00,3,Thursday
234,3/17/2016 17:20,3/17/2016 18:02,Business,Midtown,Alief,15.5,Meal/Entertain,2016-03-17 17:20:00,3,Thursday
235,3/17/2016 18:47,3/17/2016 19:09,Personal,Houston,Houston,4.9,Miscellaneous,2016-03-17 18:47:00,3,Thursday
236,3/17/2016 20:57,3/17/2016 21:28,Personal,Houston,Houston,12.6,Miscellaneous,2016-03-17 20:57:00,3,Thursday
237,3/17/2016 21:48,3/17/2016 22:04,Personal,Sharpstown,Midtown,10.4,Miscellaneous,2016-03-17 21:48:00,3,Thursday
238,3/18/2016 7:15,3/18/2016 7:21,Business,Midtown,Midtown,1.1,Meal/Entertain,2016-03-18 07:15:00,4,Friday
239,3/18/2016 8:35,3/18/2016 8:43,Business,Midtown,Midtown,1.1,Meal/Entertain,2016-03-18 08:35:00,4,Friday
240,3/18/2016 18:24,3/18/2016 19:08,Business,Midtown,Sharpstown,13.2,Meeting,2016-03-18 18:24:00,4,Friday
241,3/18/2016 19:23,3/18/2016 19:29,Business,Sharpstown,Sharpstown,1.0,Errand/Supplies,2016-03-18 19:23:00,4,Friday
242,3/18/2016 21:01,3/18/2016 21:15,Business,Sharpstown,Midtown,9.2,Customer Visit,2016-03-18 21:01:00,4,Friday
243,3/19/2016 9:10,3/19/2016 9:25,Business,Midtown,Sharpstown,9.4,Meal/Entertain,2016-03-19 09:10:00,5,Saturday
244,3/19/2016 12:50,3/19/2016 13:13,Business,Houston,Sugar Land,12.0,Customer Visit,2016-03-19 12:50:00,5,Saturday
245,3/19/2016 14:01,3/19/2016 14:57,Business,Sugar Land,Houston,35.1,Customer Visit,2016-03-19 14:01:00,5,Saturday
246,3/19/2016 15:34,3/19/2016 16:38,Business,Houston,Galveston,36.5,Meal/Entertain,2016-03-19 15:34:00,5,Saturday
247,3/19/2016 17:17,3/19/2016 17:32,Business,Galveston,Port Bolivar,3.1,Meal/Entertain,2016-03-19 17:17:00,5,Saturday
248,3/19/2016 17:37,3/19/2016 17:47,Business,Port Bolivar,Port Bolivar,2.1,Errand/Supplies,2016-03-19 17:37:00,5,Saturday
249,3/19/2016 17:52,3/19/2016 18:00,Business,Port Bolivar,Port Bolivar,1.2,Miscellaneous,2016-03-19 17:52:00,5,Saturday
250,3/19/2016 18:53,3/19/2016 19:29,Business,Port Bolivar,Galveston,7.5,Meeting,2016-03-19 18:53:00,5,Saturday
251,3/19/2016 19:33,3/19/2016 20:39,Business,Galveston,Houston,57.0,Customer Visit,2016-03-19 19:33:00,5,Saturday
252,3/20/2016 7:37,3/20/2016 7:48,Business,Midtown,Washington Avenue,5.9,Meeting,2016-03-20 07:37:00,6,Sunday
253,3/20/2016 11:42,3/20/2016 11:56,Business,Washington Avenue,Midtown,6.2,Meeting,2016-03-20 11:42:00,6,Sunday
254,3/20/2016 17:08,3/20/2016 17:34,Business,Midtown,Sharpstown,10.4,Miscellaneous,2016-03-20 17:08:00,6,Sunday
255,3/20/2016 18:34,3/20/2016 18:40,Personal,Sharpstown,Briar Meadow,1.2,Miscellaneous,2016-03-20 18:34:00,6,Sunday
256,3/20/2016 18:45,3/20/2016 19:06,Business,Briar Meadow,Midtown,9.6,Customer Visit,2016-03-20 18:45:00,6,Sunday
257,3/21/2016 10:21,3/21/2016 10:26,Personal,Midtown,Downtown,1.0,Miscellaneous,2016-03-21 10:21:00,0,Monday
258,3/21/2016 16:05,3/21/2016 16:13,Business,Downtown,Midtown,0.9,Meal/Entertain,2016-03-21 16:05:00,0,Monday
259,3/21/2016 18:59,3/21/2016 19:15,Business,Midtown,Sharpstown,8.8,Miscellaneous,2016-03-21 18:59:00,0,Monday
260,3/21/2016 20:18,3/21/2016 20:55,Business,Sharpstown,Midtown,25.6,Meal/Entertain,2016-03-21 20:18:00,0,Monday
261,3/22/2016 6:17,3/22/2016 6:43,Business,Midtown,Greater Greenspoint,23.0,Meal/Entertain,2016-03-22 06:17:00,1,Tuesday
262,3/22/2016 12:06,3/22/2016 12:24,Personal,Morrisville,Cary,8.1,Miscellaneous,2016-03-22 12:06:00,1,Tuesday
263,3/22/2016 19:12,3/22/2016 19:25,Personal,Whitebridge,Whitebridge,1.4,Miscellaneous,2016-03-22 19:12:00,1,Tuesday
264,3/23/2016 14:37,3/23/2016 14:42,Personal,Whitebridge,Preston,1.7,Miscellaneous,2016-03-23 14:37:00,2,Wednesday
265,3/23/2016 14:53,3/23/2016 14:59,Personal,Preston,Whitebridge,1.6,Miscellaneous,2016-03-23 14:53:00,2,Wednesday
266,3/24/2016 19:47,3/24/2016 19:54,Personal,Whitebridge,Westpark Place,2.0,Miscellaneous,2016-03-24 19:47:00,3,Thursday
267,3/24/2016 20:34,3/24/2016 20:40,Business,Westpark Place,Whitebridge,2.2,Miscellaneous,2016-03-24 20:34:00,3,Thursday
268,3/25/2016 13:24,3/25/2016 16:22,Business,Cary,Latta,144.0,Customer Visit,2016-03-25 13:24:00,4,Friday
269,3/25/2016 16:52,3/25/2016 22:22,Business,Latta,Jacksonville,310.3,Customer Visit,2016-03-25 16:52:00,4,Friday
270,3/25/2016 22:54,3/26/2016 1:39,Business,Jacksonville,Kissimmee,201.0,Meeting,2016-03-25 22:54:00,4,Friday
271,3/26/2016 14:05,3/26/2016 14:29,Personal,Couples Glen,Isles of Buena Vista,6.7,Miscellaneous,2016-03-26 14:05:00,5,Saturday
272,3/26/2016 15:19,3/26/2016 15:49,Personal,Kissimmee,Orlando,8.8,Miscellaneous,2016-03-26 15:19:00,5,Saturday
273,3/26/2016 16:26,3/26/2016 16:30,Personal,Lake Reams,Lake Reams,1.2,Miscellaneous,2016-03-26 16:26:00,5,Saturday
274,3/27/2016 0:31,3/27/2016 0:40,Business,Lake Reams,Lake Reams,2.1,Errand/Supplies,2016-03-27 00:31:00,6,Sunday
275,3/27/2016 1:11,3/27/2016 1:23,Business,Orlando,Kissimmee,6.6,Meal/Entertain,2016-03-27 01:11:00,6,Sunday
276,3/27/2016 15:31,3/27/2016 15:56,Business,Kissimmee,Orlando,6.1,Customer Visit,2016-03-27 15:31:00,6,Sunday
277,3/27/2016 21:26,3/27/2016 21:41,Personal,Orlando,Orlando,6.9,Miscellaneous,2016-03-27 21:26:00,6,Sunday
278,3/27/2016 23:04,3/27/2016 23:18,Personal,Orlando,Kissimmee,7.3,Miscellaneous,2016-03-27 23:04:00,6,Sunday
279,3/28/2016 12:29,3/28/2016 12:42,Personal,Kissimmee,Orlando,3.6,Miscellaneous,2016-03-28 12:29:00,0,Monday
280,3/28/2016 19:30,3/28/2016 20:23,Personal,Couples Glen,Vista East,27.2,Miscellaneous,2016-03-28 19:30:00,0,Monday
281,3/28/2016 22:55,3/28/2016 23:26,Personal,Orlando,Kissimmee,25.7,Miscellaneous,2016-03-28 22:55:00,0,Monday
282,3/29/2016 15:27,3/29/2016 16:11,Personal,Kissimmee,Orlando,13.6,Miscellaneous,2016-03-29 15:27:00,1,Tuesday
283,3/29/2016 18:20,3/29/2016 18:39,Personal,Sand Lake Commons,Sky Lake,6.2,Miscellaneous,2016-03-29 18:20:00,1,Tuesday
284,3/29/2016 20:29,3/29/2016 20:44,Personal,Sky Lake,Sand Lake Commons,6.0,Miscellaneous,2016-03-29 20:29:00,1,Tuesday
285,3/29/2016 23:04,3/29/2016 23:21,Personal,Orlando,Kissimmee,13.8,Miscellaneous,2016-03-29 23:04:00,1,Tuesday
286,3/30/2016 22:05,3/30/2016 22:55,Business,Orlando,Kissimmee,28.8,Meal/Entertain,2016-03-30 22:05:00,2,Wednesday
287,3/31/2016 12:47,3/31/2016 13:22,Business,Kissimmee,Orlando,16.1,Temporary Site,2016-03-31 12:47:00,3,Thursday
288,3/31/2016 14:37,3/31/2016 15:09,Business,Orlando,Kissimmee,16.4,Meal/Entertain,2016-03-31 14:37:00,3,Thursday
289,4/1/2016 13:43,4/1/2016 14:01,Business,Kissimmee,Kissimmee,11.0,Meeting,2016-04-01 13:43:00,4,Friday
290,4/1/2016 14:36,4/1/2016 15:24,Business,Kissimmee,Orlando,15.5,Customer Visit,2016-04-01 14:36:00,4,Friday
291,4/1/2016 16:01,4/1/2016 16:49,Business,Orlando,Kissimmee,20.3,Meeting,2016-04-01 16:01:00,4,Friday
292,4/1/2016 16:52,4/1/2016 16:57,Personal,Kissimmee,Kissimmee,0.7,Miscellaneous,2016-04-01 16:52:00,4,Friday
293,4/2/2016 8:48,4/2/2016 9:04,Personal,Kissimmee,Kissimmee,5.5,Miscellaneous,2016-04-02 08:48:00,5,Saturday
294,4/2/2016 11:01,4/2/2016 11:16,Personal,Kissimmee,Kissimmee,5.1,Miscellaneous,2016-04-02 11:01:00,5,Saturday
295,4/2/2016 12:21,4/2/2016 14:47,Business,Kissimmee,Daytona Beach,77.3,Customer Visit,2016-04-02 12:21:00,5,Saturday
296,4/2/2016 16:57,4/2/2016 18:09,Business,Daytona Beach,Jacksonville,80.5,Customer Visit,2016-04-02 16:57:00,5,Saturday
297,4/2/2016 19:38,4/2/2016 22:36,Business,Jacksonville,Ridgeland,174.2,Customer Visit,2016-04-02 19:38:00,5,Saturday
298,4/2/2016 23:11,4/3/2016 1:34,Business,Ridgeland,Florence,144.0,Meeting,2016-04-02 23:11:00,5,Saturday
299,4/3/2016 2:00,4/3/2016 4:16,Business,Florence,Cary,159.3,Meeting,2016-04-03 02:00:00,6,Sunday
300,4/5/2016 21:39,4/5/2016 21:55,Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain,2016-04-05 21:39:00,1,Tuesday
301,4/6/2016 0:19,4/6/2016 0:39,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,2016-04-06 00:19:00,2,Wednesday
302,4/7/2016 18:20,4/7/2016 18:39,Business,Cary,Morrisville,6.1,Meal/Entertain,2016-04-07 18:20:00,3,Thursday
303,4/7/2016 19:45,4/7/2016 20:00,Business,Morrisville,Cary,6.1,Errand/Supplies,2016-04-07 19:45:00,3,Thursday
304,4/8/2016 12:30,4/8/2016 12:48,Business,Cary,Durham,10.5,Meeting,2016-04-08 12:30:00,4,Friday
305,4/8/2016 13:34,4/8/2016 13:51,Business,Durham,Cary,8.7,Meal/Entertain,2016-04-08 13:34:00,4,Friday
306,4/8/2016 13:55,4/8/2016 14:03,Business,Westpark Place,Whitebridge,1.8,Errand/Supplies,2016-04-08 13:55:00,4,Friday
307,4/8/2016 14:43,4/8/2016 15:20,Business,Cary,Raleigh,19.1,Meeting,2016-04-08 14:43:00,4,Friday
308,4/8/2016 16:05,4/8/2016 16:47,Business,Raleigh,Cary,18.6,Meeting,2016-04-08 16:05:00,4,Friday
309,4/12/2016 9:15,4/12/2016 9:26,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,2016-04-12 09:15:00,1,Tuesday
310,4/12/2016 9:34,4/12/2016 9:53,Business,Cary,Raleigh,8.9,Meeting,2016-04-12 09:34:00,1,Tuesday
311,4/12/2016 10:58,4/12/2016 11:18,Business,Meredith,Cedar Hill,7.5,Customer Visit,2016-04-12 10:58:00,1,Tuesday
312,4/12/2016 12:22,4/12/2016 12:44,Business,Raleigh,Morrisville,15.9,Meeting,2016-04-12 12:22:00,1,Tuesday
313,4/12/2016 13:42,4/12/2016 14:01,Business,Morrisville,Cary,6.5,Meal/Entertain,2016-04-12 13:42:00,1,Tuesday
314,4/14/2016 7:29,4/14/2016 8:09,Business,Cary,Holly Springs,15.3,Temporary Site,2016-04-14 07:29:00,3,Thursday
315,4/14/2016 16:00,4/14/2016 16:43,Business,Holly Springs,Cary,13.7,Temporary Site,2016-04-14 16:00:00,3,Thursday
316,4/15/2016 11:36,4/15/2016 12:07,Business,Cary,Raleigh,11.9,Temporary Site,2016-04-15 11:36:00,4,Friday
317,4/15/2016 12:29,4/15/2016 12:32,Business,Meredith Townes,Harden Place,1.4,Errand/Supplies,2016-04-15 12:29:00,4,Friday
318,4/15/2016 14:31,4/15/2016 15:01,Business,Raleigh,Cary,15.2,Meeting,2016-04-15 14:31:00,4,Friday
319,4/16/2016 12:59,4/16/2016 13:17,Business,Cary,Morrisville,6.0,Errand/Supplies,2016-04-16 12:59:00,5,Saturday
320,4/16/2016 15:10,4/16/2016 15:26,Business,Morrisville,Cary,6.1,Meal/Entertain,2016-04-16 15:10:00,5,Saturday
321,4/19/2016 17:44,4/19/2016 18:08,Business,Whitebridge,Wayne Ridge,8.2,Meal/Entertain,2016-04-19 17:44:00,1,Tuesday
322,4/19/2016 19:57,4/19/2016 20:19,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,2016-04-19 19:57:00,1,Tuesday
323,4/22/2016 8:25,4/22/2016 9:04,Business,Cary,Raleigh,13.6,Meeting,2016-04-22 08:25:00,4,Friday
324,4/22/2016 10:10,4/22/2016 10:40,Business,Raleigh,Cary,22.5,Meeting,2016-04-22 10:10:00,4,Friday
325,4/22/2016 12:08,4/22/2016 12:28,Business,Cary,Durham,10.4,Meeting,2016-04-22 12:08:00,4,Friday
326,4/22/2016 13:02,4/22/2016 13:26,Business,Durham,Cary,10.0,Meeting,2016-04-22 13:02:00,4,Friday
327,4/23/2016 17:03,4/23/2016 17:16,Business,Whitebridge,Tanglewood,6.0,Meal/Entertain,2016-04-23 17:03:00,5,Saturday
328,4/23/2016 18:49,4/23/2016 19:05,Business,Tanglewood,Whitebridge,6.5,Meal/Entertain,2016-04-23 18:49:00,5,Saturday
329,4/24/2016 19:07,4/24/2016 19:16,Business,Cary,Morrisville,3.1,Errand/Supplies,2016-04-24 19:07:00,6,Sunday
330,4/24/2016 19:46,4/24/2016 19:52,Business,Chessington,Chessington,1.9,Errand/Supplies,2016-04-24 19:46:00,6,Sunday
331,4/24/2016 21:41,4/24/2016 21:50,Business,Morrisville,Cary,4.2,Between Offices,2016-04-24 21:41:00,6,Sunday
332,4/27/2016 13:30,4/27/2016 13:40,Business,Whitebridge,Burtrose,4.9,Between Offices,2016-04-27 13:30:00,2,Wednesday
333,4/27/2016 14:13,4/27/2016 14:25,Business,Burtrose,Whitebridge,4.8,Between Offices,2016-04-27 14:13:00,2,Wednesday
334,4/28/2016 12:09,4/28/2016 12:34,Business,Cary,Raleigh,12.4,Customer Visit,2016-04-28 12:09:00,3,Thursday
335,4/28/2016 13:30,4/28/2016 13:49,Business,Raleigh,Cary,32.8,Customer Visit,2016-04-28 13:30:00,3,Thursday
336,4/28/2016 22:10,4/28/2016 22:28,Business,Morrisville,Cary,5.5,Customer Visit,2016-04-28 22:10:00,3,Thursday
337,4/29/2016 11:44,4/29/2016 12:01,Business,Cary,Durham,9.9,Meeting,2016-04-29 11:44:00,4,Friday
338,4/29/2016 13:13,4/29/2016 13:34,Business,Durham,Cary,10.0,Meeting,2016-04-29 13:13:00,4,Friday
339,4/29/2016 18:46,4/29/2016 19:18,Business,Cary,Durham,14.2,Customer Visit,2016-04-29 18:46:00,4,Friday
340,4/29/2016 22:44,4/29/2016 23:19,Business,Durham,Cary,18.2,Meeting,2016-04-29 22:44:00,4,Friday
341,4/30/2016 18:42,4/30/2016 18:57,Business,Whitebridge,Waverly Place,7.7,Meal/Entertain,2016-04-30 18:42:00,5,Saturday
342,4/30/2016 22:16,4/30/2016 22:34,Business,Waverly Place,Whitebridge,6.8,Miscellaneous,2016-04-30 22:16:00,5,Saturday
343,5/1/2016 13:45,5/1/2016 13:53,Business,Whitebridge,Westpark Place,2.1,Meal/Entertain,2016-05-01 13:45:00,6,Sunday
344,5/1/2016 14:26,5/1/2016 14:31,Business,Westpark Place,Whitebridge,2.3,Miscellaneous,2016-05-01 14:26:00,6,Sunday
345,5/1/2016 17:33,5/1/2016 17:45,Business,Whitebridge,Tanglewood,6.2,Between Offices,2016-05-01 17:33:00,6,Sunday
346,5/1/2016 17:54,5/1/2016 18:10,Business,Tanglewood,Parkway,7.5,Meeting,2016-05-01 17:54:00,6,Sunday
347,5/1/2016 22:38,5/1/2016 22:49,Business,Parkway,Whitebridge,3.1,Errand/Supplies,2016-05-01 22:38:00,6,Sunday
348,5/2/2016 14:14,5/2/2016 14:21,Business,Whitebridge,Westpark Place,2.2,Errand/Supplies,2016-05-02 14:14:00,0,Monday
349,5/2/2016 15:37,5/2/2016 15:48,Business,Westpark Place,Whitebridge,3.9,Meal/Entertain,2016-05-02 15:37:00,0,Monday
350,5/3/2016 22:20,5/3/2016 22:28,Business,Morrisville,Cary,2.5,Meal/Entertain,2016-05-03 22:20:00,1,Tuesday
351,5/4/2016 15:16,5/4/2016 15:37,Business,Cary,Morrisville,8.7,Meal/Entertain,2016-05-04 15:16:00,2,Wednesday
352,5/4/2016 20:55,5/4/2016 21:14,Business,Mcvan,Capitol One,14.5,Errand/Supplies,2016-05-04 20:55:00,2,Wednesday
353,5/4/2016 21:30,5/4/2016 21:36,Business,Capitol One,University District,4.5,Meal/Entertain,2016-05-04 21:30:00,2,Wednesday
354,5/4/2016 22:19,5/4/2016 22:27,Business,University District,Capitol One,5.0,Meal/Entertain,2016-05-04 22:19:00,2,Wednesday
355,5/5/2016 21:24,5/5/2016 21:36,Business,Seattle,Redmond,14.2,Meal/Entertain,2016-05-05 21:24:00,3,Thursday
356,5/5/2016 22:34,5/5/2016 22:40,Business,Redmond,Bellevue,2.9,Errand/Supplies,2016-05-05 22:34:00,3,Thursday
357,5/5/2016 23:55,5/6/2016 0:08,Business,Bellevue,Seattle,12.9,Meeting,2016-05-05 23:55:00,3,Thursday
358,5/6/2016 5:47,5/6/2016 6:02,Business,Capitol One,Mcvan,14.4,Meeting,2016-05-06 05:47:00,4,Friday
359,5/6/2016 16:45,5/6/2016 16:59,Business,Chapel Hill,Morrisville,17.0,Meeting,2016-05-06 16:45:00,4,Friday
360,5/6/2016 17:18,5/6/2016 17:44,Business,Morrisville,Cary,7.9,Customer Visit,2016-05-06 17:18:00,4,Friday
361,5/9/2016 6:08,5/9/2016 6:25,Business,Cary,Morrisville,8.4,Customer Visit,2016-05-09 06:08:00,0,Monday
362,5/9/2016 14:39,5/9/2016 15:06,Business,San Francisco,Palo Alto,20.5,Between Offices,2016-05-09 14:39:00,0,Monday
363,5/9/2016 17:58,5/9/2016 18:26,Business,Palo Alto,Sunnyvale,9.8,Customer Visit,2016-05-09 17:58:00,0,Monday
364,5/9/2016 19:35,5/9/2016 19:59,Business,Sunnyvale,Newark,17.6,Customer Visit,2016-05-09 19:35:00,0,Monday
365,5/10/2016 9:03,5/10/2016 9:20,Business,Newark,Menlo Park,9.3,Customer Visit,2016-05-10 09:03:00,1,Tuesday
366,5/10/2016 17:19,5/10/2016 17:31,Business,Menlo Park,Newark,7.9,Customer Visit,2016-05-10 17:19:00,1,Tuesday
367,5/11/2016 8:35,5/11/2016 9:12,Business,Newark,San Francisco,25.6,Meeting,2016-05-11 08:35:00,2,Wednesday
368,5/11/2016 21:47,5/11/2016 22:04,Business,Morrisville,Cary,8.1,Meeting,2016-05-11 21:47:00,2,Wednesday
369,5/14/2016 18:35,5/14/2016 18:39,Business,Cary,Morrisville,3.1,Meal/Entertain,2016-05-14 18:35:00,5,Saturday
370,5/14/2016 23:01,5/14/2016 23:05,Business,Morrisville,Cary,3.1,Meal/Entertain,2016-05-14 23:01:00,5,Saturday
371,5/17/2016 13:15,5/17/2016 13:23,Business,Whitebridge,Preston,2.8,Errand/Supplies,2016-05-17 13:15:00,1,Tuesday
372,5/17/2016 13:56,5/17/2016 14:08,Business,Preston,Westpark Place,2.7,Errand/Supplies,2016-05-17 13:56:00,1,Tuesday
373,5/17/2016 14:34,5/17/2016 14:40,Business,Westpark Place,Whitebridge,1.9,Errand/Supplies,2016-05-17 14:34:00,1,Tuesday
374,5/18/2016 9:11,5/18/2016 9:41,Business,Cary,Morrisville,8.4,Customer Visit,2016-05-18 09:11:00,2,Wednesday
375,5/18/2016 13:00,5/18/2016 13:02,Business,Morrisville,Raleigh,7.6,Customer Visit,2016-05-18 13:00:00,2,Wednesday
376,5/19/2016 14:37,5/19/2016 15:01,Business,Old City,Parkway Museums,2.9,Meal/Entertain,2016-05-19 14:37:00,3,Thursday
377,5/20/2016 10:56,5/20/2016 11:07,Business,Old City,Hog Island,11.2,Meeting,2016-05-20 10:56:00,4,Friday
378,5/20/2016 15:43,5/20/2016 16:12,Business,Morrisville,Cary,8.2,Meal/Entertain,2016-05-20 15:43:00,4,Friday
379,5/22/2016 15:39,5/22/2016 15:46,Business,Cary,Morrisville,3.0,Meal/Entertain,2016-05-22 15:39:00,6,Sunday
380,5/22/2016 18:46,5/22/2016 18:53,Business,Morrisville,Cary,2.5,Meal/Entertain,2016-05-22 18:46:00,6,Sunday
381,5/23/2016 20:19,5/23/2016 20:27,Business,Whitebridge,Savon Height,3.6,Meal/Entertain,2016-05-23 20:19:00,0,Monday
382,5/23/2016 21:09,5/23/2016 21:21,Business,Savon Height,Whitebridge,3.6,Errand/Supplies,2016-05-23 21:09:00,0,Monday
383,5/27/2016 20:26,5/27/2016 20:30,Business,Whitebridge,Kildaire Farms,4.5,Errand/Supplies,2016-05-27 20:26:00,4,Friday
384,5/27/2016 20:47,5/27/2016 20:53,Business,Savon Height,Kilarney Woods,1.2,Miscellaneous,2016-05-27 20:47:00,4,Friday
385,5/27/2016 22:11,5/27/2016 22:14,Business,Kilarney Woods,Kildaire Farms,1.7,Errand/Supplies,2016-05-27 22:11:00,4,Friday
386,5/28/2016 0:15,5/28/2016 0:21,Business,Kilarney Woods,Whitebridge,4.7,Errand/Supplies,2016-05-28 00:15:00,5,Saturday
387,5/28/2016 12:52,5/28/2016 13:06,Business,Cary,Morrisville,6.1,Meal/Entertain,2016-05-28 12:52:00,5,Saturday
388,5/28/2016 14:35,5/28/2016 15:04,Business,Morrisville,Cary,11.3,Customer Visit,2016-05-28 14:35:00,5,Saturday
389,5/31/2016 13:54,5/31/2016 14:41,Business,Cary,Raleigh,14.9,Meeting,2016-05-31 13:54:00,1,Tuesday
390,5/31/2016 16:02,5/31/2016 16:39,Business,Raleigh,Cary,14.0,Meeting,2016-05-31 16:02:00,1,Tuesday
391,5/31/2016 17:50,5/31/2016 17:59,Business,Westpark Place,Whitebridge,1.8,Miscellaneous,2016-05-31 17:50:00,1,Tuesday
392,6/1/2016 10:19,6/1/2016 10:47,Business,Cary,Morrisville,6.7,Customer Visit,2016-06-01 10:19:00,2,Wednesday
