,START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,day_wk,new_days,new_days_1
393,6/1/2016 13:10,6/1/2016 13:39,Business,Morrisville,Cary,9.6,Meeting,2016-06-01 13:10:00,2,Wednesday
394,6/3/2016 11:29,6/3/2016 11:49,Business,Cary,Durham,10.4,Meeting,2016-06-03 11:29:00,4,Friday
395,6/3/2016 13:08,6/3/2016 13:38,Business,Durham,Cary,9.9,Meeting,2016-06-03 13:08:00,4,Friday
396,6/3/2016 15:31,6/3/2016 15:54,Business,Cary,Morrisville,6.0,Meal/Entertain,2016-06-03 15:31:00,4,Friday
397,6/3/2016 18:14,6/3/2016 18:29,Business,Townes at Everett Crossing,Chessington,3.3,Errand/Supplies,2016-06-03 18:14:00,4,Friday
398,6/3/2016 18:41,6/3/2016 18:53,Business,Morrisville,Cary,3.1,Errand/Supplies,2016-06-03 18:41:00,4,Friday
399,6/3/2016 19:36,6/3/2016 19:42,Business,Huntington Woods,Weston,1.7,Errand/Supplies,2016-06-03 19:36:00,4,Friday
400,6/3/2016 22:47,6/3/2016 23:06,Business,Morrisville,Cary,4.0,Between Offices,2016-06-03 22:47:00,4,Friday
401,6/5/2016 14:03,6/5/2016 14:33,Business,Whitebridge,Savon Height,7.8,Customer Visit,2016-06-05 14:03:00,6,Sunday
402,6/5/2016 15:06,6/5/2016 15:22,Business,Cary,Morrisville,7.8,Customer Visit,2016-06-05 15:06:00,6,Sunday
403,6/5/2016 15:57,6/5/2016 16:08,Business,Weston,Weston,3.8,Meal/Entertain,2016-06-05 15:57:00,6,Sunday
404,6/5/2016 18:05,6/5/2016 18:14,Business,Morrisville,Cary,2.5,Meal/Entertain,2016-06-05 18:05:00,6,Sunday
405,6/5/2016 21:53,6/5/2016 22:05,Business,Cary,Durham,9.9,Meeting,2016-06-05 21:53:00,6,Sunday
406,6/5/2016 23:52,6/6/2016 0:08,Business,Durham,Cary,9.9,Meeting,2016-06-05 23:52:00,6,Sunday
407,6/6/2016 15:36,6/6/2016 15:45,Business,Whitebridge,Hazelwood,3.0,Errand/Supplies,2016-06-06 15:36:00,0,Monday
408,6/6/2016 16:16,6/6/2016 16:24,Business,Hazelwood,Whitebridge,2.4,Errand/Supplies,2016-06-06 16:16:00,0,Monday
409,6/6/2016 20:06,6/6/2016 20:20,Business,Cary,Apex,5.7,Meal/Entertain,2016-06-06 20:06:00,0,Monday
410,6/6/2016 21:08,6/6/2016 21:37,Business,Apex,Cary,7.2,Meal/Entertain,2016-06-06 21:08:00,0,Monday
411,6/6/2016 21:41,6/6/2016 22:00,Business,Cary,Durham,10.4,Meeting,2016-06-06 21:41:00,0,Monday
412,6/6/2016 23:34,6/6/2016 23:48,Business,Durham,Cary,9.9,Meeting,2016-06-06 23:34:00,0,Monday
413,6/7/2016 21:42,6/7/2016 22:00,Business,Cary,Durham,10.4,Meeting,2016-06-07 21:42:00,1,Tuesday
414,6/7/2016 23:41,6/8/2016 0:04,Business,Durham,Cary,9.9,Meeting,2016-06-07 23:41:00,1,Tuesday
415,6/8/2016 8:23,6/8/2016 8:53,Business,Cary,Morrisville,8.7,Meal/Entertain,2016-06-08 08:23:00,2,Wednesday
416,6/8/2016 12:04,6/8/2016 13:01,Business,Jamaica,New York,22.3,Errand/Supplies,2016-06-08 12:04:00,2,Wednesday
417,6/8/2016 13:12,6/8/2016 13:29,Business,Seaport,Gramercy-Flatiron,3.3,Meal/Entertain,2016-06-08 13:12:00,2,Wednesday
418,6/8/2016 14:31,6/8/2016 14:37,Business,Medical Centre,Tudor City,0.7,Errand/Supplies,2016-06-08 14:31:00,2,Wednesday
419,6/8/2016 16:55,6/8/2016 17:11,Business,Rose Hill,Soho,2.5,Meal/Entertain,2016-06-08 16:55:00,2,Wednesday
420,6/8/2016 17:16,6/8/2016 17:18,Business,Soho,Tribeca,0.5,Errand/Supplies,2016-06-08 17:16:00,2,Wednesday
421,6/8/2016 17:59,6/8/2016 18:05,Business,Tribeca,Financial District,0.9,Errand/Supplies,2016-06-08 17:59:00,2,Wednesday
422,6/8/2016 20:11,6/8/2016 20:25,Business,Financial District,Kips Bay,4.8,Errand/Supplies,2016-06-08 20:11:00,2,Wednesday
423,6/10/2016 15:19,6/10/2016 16:28,Business,New York,Jamaica,16.3,Meeting,2016-06-10 15:19:00,4,Friday
424,6/10/2016 21:47,6/10/2016 22:04,Business,Cary,Durham,10.4,Meeting,2016-06-10 21:47:00,4,Friday
425,6/10/2016 23:53,6/11/2016 0:01,Business,Durham,Cary,9.9,Meeting,2016-06-10 23:53:00,4,Friday
426,6/11/2016 17:08,6/11/2016 17:16,Business,Cary,Morrisville,3.7,Errand/Supplies,2016-06-11 17:08:00,5,Saturday
427,6/11/2016 17:34,6/11/2016 17:39,Business,Morrisville,Cary,4.6,Meal/Entertain,2016-06-11 17:34:00,5,Saturday
428,6/11/2016 17:50,6/11/2016 17:56,Business,Westpark Place,Whitebridge,1.7,Miscellaneous,2016-06-11 17:50:00,5,Saturday
429,6/11/2016 21:45,6/11/2016 22:04,Business,Cary,Durham,10.4,Meeting,2016-06-11 21:45:00,5,Saturday
430,6/11/2016 23:39,6/12/2016 0:05,Business,Durham,Cary,9.9,Meeting,2016-06-11 23:39:00,5,Saturday
431,6/12/2016 19:53,6/12/2016 19:56,Business,Cary,Morrisville,2.5,Meal/Entertain,2016-06-12 19:53:00,6,Sunday
432,6/12/2016 20:05,6/12/2016 20:16,Business,Morrisville,Cary,4.3,Errand/Supplies,2016-06-12 20:05:00,6,Sunday
433,6/12/2016 21:58,6/12/2016 22:19,Business,Parkway,Whitebridge,2.8,Errand/Supplies,2016-06-12 21:58:00,6,Sunday
434,6/13/2016 5:23,6/13/2016 5:42,Business,Cary,Morrisville,8.4,Meal/Entertain,2016-06-13 05:23:00,0,Monday
435,6/13/2016 14:17,6/13/2016 14:46,Business,Oakland,Emeryville,13.2,Meeting,2016-06-13 14:17:00,0,Monday
436,6/13/2016 18:08,6/13/2016 18:47,Business,Emeryville,Berkeley,3.9,Meal/Entertain,2016-06-13 18:08:00,0,Monday
437,6/13/2016 18:54,6/13/2016 19:23,Business,Berkeley,Oakland,5.1,Meal/Entertain,2016-06-13 18:54:00,0,Monday
438,6/13/2016 20:00,6/13/2016 20:05,Business,Oakland,Unknown Location,5.2,Customer Visit,2016-06-13 20:00:00,0,Monday
439,6/14/2016 12:03,6/14/2016 12:21,Business,Emeryville,San Francisco,9.8,Miscellaneous,2016-06-14 12:03:00,1,Tuesday
440,6/14/2016 16:09,6/14/2016 16:39,Business,San Francisco,Emeryville,11.6,Meeting,2016-06-14 16:09:00,1,Tuesday
441,6/14/2016 17:15,6/14/2016 17:24,Business,Emeryville,Oakland,5.1,Meeting,2016-06-14 17:15:00,1,Tuesday
442,6/14/2016 17:27,6/14/2016 17:57,Business,Downtown,Bay Farm Island,9.3,Errand/Supplies,2016-06-14 17:27:00,1,Tuesday
443,6/15/2016 1:46,6/15/2016 2:06,Business,Kenner,New Orleans,12.4,Between Offices,2016-06-15 01:46:00,2,Wednesday
444,6/15/2016 15:26,6/15/2016 15:34,Business,CBD,Lower Garden District,1.9,Between Offices,2016-06-15 15:26:00,2,Wednesday
445,6/15/2016 16:37,6/15/2016 17:02,Business,Lower Garden District,Lakeview,6.4,Customer Visit,2016-06-15 16:37:00,2,Wednesday
446,6/15/2016 17:29,6/15/2016 17:49,Personal,Lakeview,Storyville,5.5,Miscellaneous,2016-06-15 17:29:00,2,Wednesday
447,6/15/2016 19:52,6/15/2016 19:58,Business,Storyville,Faubourg Marigny,1.5,Meal/Entertain,2016-06-15 19:52:00,2,Wednesday
448,6/16/2016 13:36,6/16/2016 14:30,Business,New Orleans,Metairie,14.5,Miscellaneous,2016-06-16 13:36:00,3,Thursday
449,6/16/2016 14:42,6/16/2016 14:46,Business,Metairie,Kenner,2.7,Miscellaneous,2016-06-16 14:42:00,3,Thursday
450,6/16/2016 15:17,6/16/2016 15:41,Business,Kenner,New Orleans,15.0,Miscellaneous,2016-06-16 15:17:00,3,Thursday
451,6/16/2016 19:39,6/16/2016 19:56,Business,New Orleans,Kenner,12.9,Miscellaneous,2016-06-16 19:39:00,3,Thursday
452,6/16/2016 21:43,6/16/2016 21:56,Business,Kenner,New Orleans,13.6,Miscellaneous,2016-06-16 21:43:00,3,Thursday
453,6/17/2016 16:11,6/17/2016 16:44,Business,New Orleans,Kenner,12.2,Miscellaneous,2016-06-17 16:11:00,4,Friday
454,6/18/2016 0:29,6/18/2016 0:51,Business,Morrisville,Cary,8.7,Miscellaneous,2016-06-18 00:29:00,5,Saturday
455,6/19/2016 2:39,6/19/2016 2:50,Business,Cary,Raleigh,6.0,Miscellaneous,2016-06-19 02:39:00,6,Sunday
456,6/19/2016 5:51,6/19/2016 6:00,Business,Raleigh,Cary,5.9,Miscellaneous,2016-06-19 05:51:00,6,Sunday
457,6/21/2016 15:39,6/21/2016 16:08,Business,Cary,Raleigh,19.3,Miscellaneous,2016-06-21 15:39:00,1,Tuesday
458,6/21/2016 17:11,6/21/2016 18:02,Business,Raleigh,Cary,16.6,Meal/Entertain,2016-06-21 17:11:00,1,Tuesday
459,6/24/2016 10:41,6/24/2016 10:57,Business,Whitebridge,Waverly Place,7.1,Meal/Entertain,2016-06-24 10:41:00,4,Friday
460,6/24/2016 11:54,6/24/2016 12:01,Business,Waverly Place,Macgregor Downs,2.1,Meal/Entertain,2016-06-24 11:54:00,4,Friday
461,6/24/2016 12:19,6/24/2016 12:37,Business,Cary,Raleigh,8.6,Errand/Supplies,2016-06-24 12:19:00,4,Friday
462,6/24/2016 12:50,6/24/2016 13:12,Business,Raleigh,Morrisville,9.0,Errand/Supplies,2016-06-24 12:50:00,4,Friday
463,6/24/2016 13:18,6/24/2016 13:27,Business,Morrisville,Cary,3.1,Errand/Supplies,2016-06-24 13:18:00,4,Friday
464,6/24/2016 14:01,6/24/2016 14:20,Business,Cary,Morrisville,8.4,Temporary Site,2016-06-24 14:01:00,4,Friday
465,6/24/2016 20:44,6/24/2016 21:02,Business,Kenner,New Orleans,12.8,Miscellaneous,2016-06-24 20:44:00,4,Friday
466,6/25/2016 9:03,6/25/2016 9:12,Business,CBD,Bywater,4.5,Miscellaneous,2016-06-25 09:03:00,5,Saturday
467,6/25/2016 9:15,6/25/2016 10:08,Business,New Orleans,Chalmette,11.8,Between Offices,2016-06-25 09:15:00,5,Saturday
468,6/25/2016 10:18,6/25/2016 10:25,Business,Chalmette,Arabi,1.1,Errand/Supplies,2016-06-25 10:18:00,5,Saturday
469,6/25/2016 10:50,6/25/2016 11:18,Business,Arabi,Metairie,17.0,Meal/Entertain,2016-06-25 10:50:00,5,Saturday
470,6/25/2016 11:25,6/25/2016 11:34,Business,Pontchartrain Shores,Pontchartrain Shores,1.7,Meeting,2016-06-25 11:25:00,5,Saturday
471,6/25/2016 11:53,6/25/2016 13:21,Business,Metairie,New Orleans,15.5,Meeting,2016-06-25 11:53:00,5,Saturday
472,6/25/2016 19:47,6/25/2016 19:58,Business,Storyville,Marigny,1.6,Miscellaneous,2016-06-25 19:47:00,5,Saturday
473,6/25/2016 23:19,6/25/2016 23:26,Business,Marigny,Storyville,1.5,Miscellaneous,2016-06-25 23:19:00,5,Saturday
474,6/26/2016 17:43,6/26/2016 18:18,Business,New Orleans,Kenner,12.6,Meeting,2016-06-26 17:43:00,6,Sunday
475,6/26/2016 18:45,6/26/2016 19:12,Business,Pontchartrain Shores,Pontchartrain Shores,4.8,Miscellaneous,2016-06-26 18:45:00,6,Sunday
476,6/26/2016 19:41,6/26/2016 19:50,Business,Kenner,Kenner,2.2,Miscellaneous,2016-06-26 19:41:00,6,Sunday
477,6/26/2016 21:14,6/26/2016 21:42,Business,Kenner,New Orleans,13.0,Miscellaneous,2016-06-26 21:14:00,6,Sunday
478,6/27/2016 7:37,6/27/2016 8:48,Business,New Orleans,Covington,46.9,Miscellaneous,2016-06-27 07:37:00,0,Monday
479,6/27/2016 8:51,6/27/2016 9:00,Business,Covington,Covington,2.5,Miscellaneous,2016-06-27 08:51:00,0,Monday
480,6/27/2016 9:05,6/27/2016 9:33,Business,Covington,Covington,8.6,Miscellaneous,2016-06-27 09:05:00,0,Monday
481,6/27/2016 9:43,6/27/2016 10:08,Business,Covington,Covington,5.2,Miscellaneous,2016-06-27 09:43:00,0,Monday
482,6/27/2016 10:22,6/27/2016 10:39,Business,Covington,Covington,7.6,Miscellaneous,2016-06-27 10:22:00,0,Monday
483,6/27/2016 10:51,6/27/2016 10:58,Business,Covington,Covington,1.8,Miscellaneous,2016-06-27 10:51:00,0,Monday
484,6/27/2016 11:06,6/27/2016 11:24,Business,Covington,Mandeville,4.7,Miscellaneous,2016-06-27 11:06:00,0,Monday
485,6/27/2016 11:30,6/27/2016 11:42,Business,Mandeville,Mandeville,2.8,Miscellaneous,2016-06-27 11:30:00,0,Monday
486,6/27/2016 12:22,6/27/2016 13:02,Business,Mandeville,Metairie,30.0,Miscellaneous,2016-06-27 12:22:00,0,Monday
487,6/27/2016 13:56,6/27/2016 14:05,Business,Metairie,Kenner,4.4,Miscellaneous,2016-06-27 13:56:00,0,Monday
488,6/27/2016 21:09,6/27/2016 21:19,Business,Jamestown Court,Jamestown Court,1.0,Miscellaneous,2016-06-27 21:09:00,0,Monday
489,6/28/2016 0:48,6/28/2016 1:05,Business,Morrisville,Cary,8.2,Customer Visit,2016-06-28 00:48:00,1,Tuesday
490,6/28/2016 20:13,6/28/2016 20:33,Business,Cary,Durham,10.4,Meeting,2016-06-28 20:13:00,1,Tuesday
491,6/28/2016 23:34,6/28/2016 23:59,Business,Durham,Cary,9.9,Meeting,2016-06-28 23:34:00,1,Tuesday
492,6/28/2016 23:34,6/28/2016 23:59,Business,Durham,Cary,9.9,Meeting,2016-06-28 23:34:00,1,Tuesday
493,6/29/2016 8:56,6/29/2016 9:24,Business,Cary,Morrisville,7.3,Miscellaneous,2016-06-29 08:56:00,2,Wednesday
494,6/29/2016 10:22,6/29/2016 10:38,Business,Morrisville,Cary,7.4,Miscellaneous,2016-06-29 10:22:00,2,Wednesday
495,6/29/2016 11:49,6/29/2016 11:51,Business,Whitebridge,Westpark Place,1.6,Miscellaneous,2016-06-29 11:49:00,2,Wednesday
496,6/29/2016 12:11,6/29/2016 12:16,Business,Westpark Place,Whitebridge,1.8,Miscellaneous,2016-06-29 12:11:00,2,Wednesday
497,6/29/2016 20:11,6/29/2016 20:29,Business,Cary,Durham,10.4,Meeting,2016-06-29 20:11:00,2,Wednesday
498,6/29/2016 23:38,6/30/2016 0:00,Business,Durham,Cary,9.9,Meeting,2016-06-29 23:38:00,2,Wednesday
499,6/30/2016 20:09,6/30/2016 20:26,Business,Cary,Durham,9.9,Meeting,2016-06-30 20:09:00,3,Thursday
500,7/1/2016 0:00,7/1/2016 0:25,Business,Durham,Cary,9.9,Meeting,2016-07-01 00:00:00,4,Friday
501,7/1/2016 9:34,7/1/2016 9:57,Business,Cary,Raleigh,13.3,Meeting,2016-07-01 09:34:00,4,Friday
502,7/1/2016 12:36,7/1/2016 13:00,Business,Raleigh,Cary,11.3,Meeting,2016-07-01 12:36:00,4,Friday
503,7/1/2016 20:06,7/1/2016 20:24,Business,Cary,Durham,10.5,Meeting,2016-07-01 20:06:00,4,Friday
504,7/1/2016 23:48,7/2/2016 0:09,Business,Durham,Cary,9.9,Meeting,2016-07-01 23:48:00,4,Friday
505,7/2/2016 20:18,7/2/2016 20:36,Business,Cary,Durham,10.1,Meeting,2016-07-02 20:18:00,5,Saturday
506,7/2/2016 23:48,7/3/2016 0:12,Business,Durham,Cary,9.9,Meeting,2016-07-02 23:48:00,5,Saturday
507,7/3/2016 0:28,7/3/2016 0:38,Business,Cary,Morrisville,3.1,Errand/Supplies,2016-07-03 00:28:00,6,Sunday
508,7/3/2016 3:02,7/3/2016 3:08,Business,Morrisville,Cary,3.1,Errand/Supplies,2016-07-03 03:02:00,6,Sunday
509,7/3/2016 20:00,7/3/2016 20:18,Business,Cary,Durham,9.9,Meeting,2016-07-03 20:00:00,6,Sunday
510,7/4/2016 0:32,7/4/2016 0:47,Business,Durham,Cary,9.9,Meeting,2016-07-04 00:32:00,0,Monday
511,7/4/2016 17:31,7/4/2016 17:49,Business,Whitebridge,Summerwinds,8.8,Meeting,2016-07-04 17:31:00,0,Monday
512,7/4/2016 18:23,7/4/2016 18:49,Business,Summerwinds,Whitebridge,8.7,Temporary Site,2016-07-04 18:23:00,0,Monday
513,7/4/2016 20:00,7/4/2016 20:17,Business,Cary,Durham,11.8,Meeting,2016-07-04 20:00:00,0,Monday
514,7/5/2016 0:00,7/5/2016 0:05,Business,Parkwood,Parkwood,1.2,Errand/Supplies,2016-07-05 00:00:00,1,Tuesday
515,7/5/2016 0:08,7/5/2016 0:28,Business,Durham,Cary,9.9,Meeting,2016-07-05 00:08:00,1,Tuesday
516,7/5/2016 16:48,7/5/2016 16:52,Business,Whitebridge,Whitebridge,0.6,Errand/Supplies,2016-07-05 16:48:00,1,Tuesday
517,7/5/2016 20:06,7/5/2016 20:26,Business,Cary,Durham,9.9,Miscellaneous,2016-07-05 20:06:00,1,Tuesday
518,7/5/2016 22:41,7/5/2016 23:02,Business,Durham,Morrisville,8.6,Miscellaneous,2016-07-05 22:41:00,1,Tuesday
519,7/6/2016 0:33,7/6/2016 0:53,Business,Morrisville,Cary,6.3,Meal/Entertain,2016-07-06 00:33:00,2,Wednesday
520,7/6/2016 9:06,7/6/2016 9:25,Business,Cary,Durham,9.9,Meeting,2016-07-06 09:06:00,2,Wednesday
521,7/6/2016 12:48,7/6/2016 13:08,Business,Durham,Cary,9.9,Miscellaneous,2016-07-06 12:48:00,2,Wednesday
522,7/6/2016 20:04,7/6/2016 20:14,Business,Cary,Morrisville,3.3,Meal/Entertain,2016-07-06 20:04:00,2,Wednesday
523,7/6/2016 23:46,7/6/2016 23:59,Business,Morrisville,Cary,3.1,Customer Visit,2016-07-06 23:46:00,2,Wednesday
524,7/7/2016 8:22,7/7/2016 8:50,Business,Cary,Morrisville,7.9,Temporary Site,2016-07-07 08:22:00,3,Thursday
525,7/7/2016 10:27,7/7/2016 10:33,Business,Morrisville,Cary,8.9,Miscellaneous,2016-07-07 10:27:00,3,Thursday
526,7/7/2016 12:59,7/7/2016 13:35,Business,Kenner,New Orleans,12.8,Miscellaneous,2016-07-07 12:59:00,3,Thursday
527,7/8/2016 9:50,7/8/2016 10:13,Business,CBD,Pontchartrain Beach,7.7,Miscellaneous,2016-07-08 09:50:00,4,Friday
528,7/8/2016 10:51,7/8/2016 11:12,Business,Pontchartrain Beach,CBD,7.0,Miscellaneous,2016-07-08 10:51:00,4,Friday
529,7/8/2016 13:48,7/8/2016 14:11,Business,New Orleans,Metairie,12.5,Miscellaneous,2016-07-08 13:48:00,4,Friday
530,7/8/2016 17:11,7/8/2016 17:30,Business,Kenner,New Orleans,13.2,Miscellaneous,2016-07-08 17:11:00,4,Friday
531,7/9/2016 9:03,7/9/2016 9:46,Business,New Orleans,Kenner,13.0,Miscellaneous,2016-07-09 09:03:00,5,Saturday
532,7/9/2016 9:52,7/9/2016 10:06,Business,Kenner,Metairie,4.9,Miscellaneous,2016-07-09 09:52:00,5,Saturday
533,7/9/2016 10:15,7/9/2016 10:33,Business,Metairie,New Orleans,8.5,Miscellaneous,2016-07-09 10:15:00,5,Saturday
534,7/10/2016 14:10,7/10/2016 14:17,Business,CBD,St Thomas,1.3,Miscellaneous,2016-07-10 14:10:00,6,Sunday
535,7/10/2016 16:04,7/10/2016 16:15,Business,St Thomas,CBD,1.8,Miscellaneous,2016-07-10 16:04:00,6,Sunday
536,7/10/2016 18:05,7/10/2016 18:21,Business,New Orleans,Kenner,13.6,Miscellaneous,2016-07-10 18:05:00,6,Sunday
537,7/10/2016 19:51,7/10/2016 20:08,Business,Kenner,New Orleans,13.4,Miscellaneous,2016-07-10 19:51:00,6,Sunday
538,7/12/2016 16:10,7/12/2016 16:45,Business,New Orleans,Kenner,12.3,Miscellaneous,2016-07-12 16:10:00,1,Tuesday
539,7/12/2016 19:21,7/12/2016 19:26,Personal,Kenner,Kenner,1.4,Miscellaneous,2016-07-12 19:21:00,1,Tuesday
540,7/12/2016 23:47,7/13/2016 0:11,Personal,Morrisville,Cary,8.7,Miscellaneous,2016-07-12 23:47:00,1,Tuesday
541,7/13/2016 12:39,7/13/2016 13:20,Personal,Cary,Morrisville,23.5,Miscellaneous,2016-07-13 12:39:00,2,Wednesday
542,7/13/2016 13:25,7/13/2016 13:39,Personal,Morrisville,Morrisville,2.2,Miscellaneous,2016-07-13 13:25:00,2,Wednesday
543,7/13/2016 13:42,7/13/2016 13:54,Personal,Morrisville,Cary,4.4,Miscellaneous,2016-07-13 13:42:00,2,Wednesday
544,7/14/2016 15:51,7/14/2016 15:59,Personal,Cary,Morrisville,3.3,Miscellaneous,2016-07-14 15:51:00,3,Thursday
545,7/14/2016 16:03,7/14/2016 16:34,Business,Morrisville,Morrisville,11.8,Errand/Supplies,2016-07-14 16:03:00,3,Thursday
546,7/14/2016 16:39,7/14/2016 20:05,Business,Morrisville,Banner Elk,195.3,Miscellaneous,2016-07-14 16:39:00,3,Thursday
547,7/15/2016 11:32,7/15/2016 11:53,Personal,Banner Elk,Banner Elk,8.3,Miscellaneous,2016-07-15 11:32:00,4,Friday
548,7/15/2016 12:09,7/15/2016 12:19,Personal,Banner Elk,Banner Elk,3.2,Miscellaneous,2016-07-15 12:09:00,4,Friday
549,7/15/2016 12:35,7/15/2016 13:15,Personal,Banner Elk,Elk Park,22.4,Miscellaneous,2016-07-15 12:35:00,4,Friday
550,7/15/2016 15:03,7/15/2016 15:33,Personal,Elk Park,Banner Elk,12.2,Miscellaneous,2016-07-15 15:03:00,4,Friday
551,7/15/2016 15:40,7/15/2016 15:52,Personal,Banner Elk,Banner Elk,4.5,Miscellaneous,2016-07-15 15:40:00,4,Friday
552,7/16/2016 13:14,7/16/2016 14:10,Personal,Banner Elk,Newland,28.1,Miscellaneous,2016-07-16 13:14:00,5,Saturday
553,7/16/2016 14:14,7/16/2016 14:30,Personal,Newland,Newland,3.8,Miscellaneous,2016-07-16 14:14:00,5,Saturday
554,7/16/2016 15:29,7/16/2016 16:57,Personal,Newland,Boone,41.9,Miscellaneous,2016-07-16 15:29:00,5,Saturday
555,7/16/2016 19:42,7/16/2016 20:35,Personal,Boone,Banner Elk,23.8,Miscellaneous,2016-07-16 19:42:00,5,Saturday
556,7/16/2016 21:45,7/16/2016 22:18,Personal,Banner Elk,Banner Elk,13.0,Miscellaneous,2016-07-16 21:45:00,5,Saturday
557,7/16/2016 22:50,7/16/2016 23:03,Business,Banner Elk,Banner Elk,4.4,Errand/Supplies,2016-07-16 22:50:00,5,Saturday
558,7/17/2016 11:23,7/17/2016 11:50,Personal,Banner Elk,Boone,15.1,Charity ($),2016-07-17 11:23:00,6,Sunday
559,7/17/2016 12:20,7/17/2016 15:25,Personal,Boone,Cary,180.2,Commute,2016-07-17 12:20:00,6,Sunday
560,7/18/2016 10:37,7/18/2016 10:49,Personal,Cary,Morrisville,4.1,Moving,2016-07-18 10:37:00,0,Monday
561,7/18/2016 10:54,7/18/2016 11:15,Personal,Morrisville,Cary,6.1,Moving,2016-07-18 10:54:00,0,Monday
562,7/18/2016 11:25,7/18/2016 11:36,Personal,Northwoods,Preston,3.3,Moving,2016-07-18 11:25:00,0,Monday
563,7/18/2016 11:40,7/18/2016 11:56,Personal,Preston,Whitebridge,4.7,Moving,2016-07-18 11:40:00,0,Monday
564,7/18/2016 17:12,7/18/2016 17:33,Business,Cary,Apex,7.2,Meeting,2016-07-18 17:12:00,0,Monday
565,7/18/2016 18:32,7/18/2016 18:47,Business,Apex,Cary,5.5,Meal/Entertain,2016-07-18 18:32:00,0,Monday
566,7/18/2016 19:07,7/18/2016 19:14,Business,Cary,Morrisville,3.3,Meal/Entertain,2016-07-18 19:07:00,0,Monday
567,7/18/2016 20:28,7/18/2016 20:32,Business,Hazelwood,Weston,0.9,Errand/Supplies,2016-07-18 20:28:00,0,Monday
568,7/18/2016 21:11,7/18/2016 21:19,Business,Morrisville,Cary,3.8,Meal/Entertain,2016-07-18 21:11:00,0,Monday
569,7/19/2016 10:35,7/19/2016 10:51,Business,Whitebridge,Stonewater,6.4,Customer Visit,2016-07-19 10:35:00,1,Tuesday
570,7/19/2016 10:56,7/19/2016 11:11,Business,Stonewater,Lexington Park at Amberly,3.0,Meeting,2016-07-19 10:56:00,1,Tuesday
571,7/19/2016 11:30,7/19/2016 12:00,Business,Lexington Park at Amberly,Whitebridge,8.7,Meal/Entertain,2016-07-19 11:30:00,1,Tuesday
572,7/19/2016 17:14,7/19/2016 17:24,Business,Whitebridge,Chessington,3.9,Errand/Supplies,2016-07-19 17:14:00,1,Tuesday
573,7/19/2016 17:50,7/19/2016 18:08,Personal,Chessington,Whitebridge,4.8,Miscellaneous,2016-07-19 17:50:00,1,Tuesday
574,7/20/2016 17:12,7/20/2016 17:24,Personal,Whitebridge,Edgehill Farms,2.8,Miscellaneous,2016-07-20 17:12:00,2,Wednesday
575,7/20/2016 17:50,7/20/2016 17:57,Personal,Edgehill Farms,Preston,1.4,Miscellaneous,2016-07-20 17:50:00,2,Wednesday
576,7/20/2016 18:16,7/20/2016 18:20,Personal,Preston,Whitebridge,1.4,Miscellaneous,2016-07-20 18:16:00,2,Wednesday
577,7/21/2016 17:17,7/21/2016 17:23,Business,Whitebridge,Edgehill Farms,2.7,Miscellaneous,2016-07-21 17:17:00,3,Thursday
578,7/21/2016 17:42,7/21/2016 17:51,Business,Edgehill Farms,Burtrose,2.3,Miscellaneous,2016-07-21 17:42:00,3,Thursday
579,7/21/2016 18:27,7/21/2016 18:42,Business,Cary,Morrisville,3.7,Miscellaneous,2016-07-21 18:27:00,3,Thursday
580,7/21/2016 19:30,7/21/2016 19:39,Business,Morrisville,Cary,2.9,Miscellaneous,2016-07-21 19:30:00,3,Thursday
581,7/22/2016 10:42,7/22/2016 10:53,Business,Cary,Morrisville,3.8,Miscellaneous,2016-07-22 10:42:00,4,Friday
582,7/22/2016 11:11,7/22/2016 11:25,Business,Morrisville,Cary,5.1,Miscellaneous,2016-07-22 11:11:00,4,Friday
583,7/22/2016 11:37,7/22/2016 12:00,Business,Hazelwood,Lexington Park at Amberly,9.1,Miscellaneous,2016-07-22 11:37:00,4,Friday
584,7/22/2016 12:14,7/22/2016 12:31,Business,Cary,Durham,8.0,Miscellaneous,2016-07-22 12:14:00,4,Friday
585,7/22/2016 13:21,7/22/2016 13:42,Business,Durham,Cary,9.9,Meeting,2016-07-22 13:21:00,4,Friday
586,7/22/2016 14:27,7/22/2016 14:43,Business,Cary,Morrisville,6.1,Meal/Entertain,2016-07-22 14:27:00,4,Friday
587,7/22/2016 15:49,7/22/2016 16:22,Business,Morrisville,Cary,12.2,Miscellaneous,2016-07-22 15:49:00,4,Friday
588,7/22/2016 18:33,7/22/2016 18:51,Business,Wayne Ridge,Whitebridge,8.0,Miscellaneous,2016-07-22 18:33:00,4,Friday
589,7/23/2016 14:27,7/23/2016 14:44,Business,Cary,Morrisville,4.0,Miscellaneous,2016-07-23 14:27:00,5,Saturday
590,7/23/2016 14:48,7/23/2016 15:12,Business,Morrisville,Cary,9.5,Miscellaneous,2016-07-23 14:48:00,5,Saturday
591,7/23/2016 15:15,7/23/2016 15:27,Business,Cary,Morrisville,3.0,Miscellaneous,2016-07-23 15:15:00,5,Saturday
592,7/23/2016 15:50,7/23/2016 16:10,Business,Morrisville,Cary,6.3,Miscellaneous,2016-07-23 15:50:00,5,Saturday
593,7/23/2016 20:17,7/23/2016 20:33,Business,Cary,Durham,10.4,Meeting,2016-07-23 20:17:00,5,Saturday
